0374427fda8b64f189cecbd2ef000f20,"Spanish Farm Minister Loyola de Palacio had earlier accused Fischler at an EU farm ministers ' meeting of causing unjustified alarm through "" dangerous generalisation . ""","[""Loyola de Palacio"" ""Spanish""]"
0374427fda8b64f189cecbd2ef0098a8,""" The message that we sent to ( Syrian President Hafez al- ) Assad is that Israel is ready at any time without preconditions to enter peace negotiations , "" Israeli Foreign Minister David Levy told Israel Radio in an interview .","[""David Levy"" ""Syrian""]"
0374427fda8b64f189cecbd2ef00a59e,Tension has mounted since Israeli Prime Minister Benjamin Netanyahu took office in June vowing to retain the Golan Heights Israel captured from Syria in the 1967 Middle East war .,"[""Benjamin Netanyahu"" ""Israeli""]"
0374427fda8b64f189cecbd2ef01785f,Iraq 's Saddam meets Russia 's Zhirinovsky .,"[""Saddam"" ""Iraq""]"
0374427fda8b64f189cecbd2ef007213,""" The message that we sent to ( Syrian President Hafez al- ) Assad is that Israel is ready at any time without preconditions to enter peace negotiations , "" Israeli Foreign Minister David Levy told Israel Radio in an interview .","[""Hafez al-"" ""Syrian""]"
0374427fda8b64f189cecbd2ef00a0a2,""" The message that we sent to ( Syrian President Hafez al- ) Assad is that Israel is ready at any time without preconditions to enter peace negotiations , "" Israeli Foreign Minister David Levy told Israel Radio in an interview .","[""David Levy"" ""Israeli""]"
0374427fda8b64f189cecbd2ef0125ba,Yasser Arafat will meet Shimon Peres in Gaza on Thursday after Palestinians said the right-wing Israeli government had barred the Palestinian leader from flying to the West Bank for talks with the former prime minister .,"[""Yasser Arafat"" ""Palestinians""]"
0374427fda8b64f189cecbd2ef010b62,Palestinian officials accused right-wing Prime Minister Benjamin Netanyahu of trying to stop the Ramallah meeting by keeping Arafat grounded .,"[""Arafat"" ""Palestinian""]"
0374427fda8b64f189cecbd2ef008cce,""" The message that we sent to ( Syrian President Hafez al- ) Assad is that Israel is ready at any time without preconditions to enter peace negotiations , "" Israeli Foreign Minister David Levy told Israel Radio in an interview .","[""Assad"" ""Israeli""]"
0374427fda8b64f189cecbd2ef000ce4,Germany 's representative to the European Union 's veterinary committee Werner Zwingmann said on Wednesday consumers should buy sheepmeat from countries other than Britain until the scientific advice was clearer .,"[""Werner Zwingmann"" ""Germany""]"
